jumlah_kartu,outstanding,limit_kredit,tagihan,total_pemakaian_tunai,total_pemakaian_retail,sisa_tagihan_tidak_terbayar,kode_cabang,rasio_pembayaran,persentasi_overlimit,rasio_pembayaran_3bulan,rasio_pembayaran_6bulan,skor_delikuensi,flag_kredit_macet,jumlah_tahun_sejak_pembukaan_kredit,total_pemakaian,sisa_tagihan_per_jumlah_kartu,sisa_tagihan_per_limit,total_pemakaian_per_limit,pemakaian_3bln_per_limit,pemakaian_6bln_per_limit,utilisasi_3bulan,utilisasi_6bulan
2,24892004,24000000,9137041,0,3102178,11610417,A,100,0,100,100,0,0,4.75,3102178,5805209,0.484,0.129,0.151,0.131,1.09,1.41
3,4397554,7000000,130833,0,567299,619566,B,95.1,0,81.2,86.7,0,0,5.83,567299,206522,0.0885,0.081,0.15,0.189,0.667,0.339
3,4435588,5000000,4297880,0,0,4361762,A,0,0,13.2,9.81,0,1,12.2,0,1453921,0.872,0,0.0732,0.0314,0.843,0.75
2,29851,4000000,22074,0,0,0,A,0,0,0,0,0,1,3.58,0,0,0,0,0,6.86e-4,0.0248,0.163
2,15461536,15000000,11869134,1000000,4630000,11540137,A,0,6.49,23.8,14.6,0,0,1.75,5630000,5770069,0.769,0.375,0.217,0.043,0.77,0.727
4,5107750,5000000,4272352,0,716117,5082646,I,28.2,2.27,33.1,34,0,0,4.42,716117,1270662,1.02,0.143,0.101,0.222,1.13,0.904
2,4643866,4000000,4320398,0,270011,4701421,A,0,15.1,75,33.3,0,0,5.67,270011,2350711,1.18,0.0675,0.346,0.264,0.988,0.957
2,3717733,3000000,3710707,0,0,3724588,I,0,23.6,49.9,99.1,0,1,7.58,0,1862294,1.24,0,0.601,1.46,1.09,0.489
2,6231329,5000000,6239551,0,0,6272294,A,0,24.6,67.1,100,0,0,1.42,0,3136147,1.25,0,0.406,0.433,1.17,1.11
2,5026713,5000000,833333,900000,241400,4814749,F,0,0,40,66.6,0,0,5.42,1141400,2407375,0.963,0.228,0.0678,0.205,1.01,0.984
3,17618071,20000000,12674174,2000000,4268851,17336228,A,80.3,0,46.9,45.2,0,0,3.83,6268851,5778743,0.867,0.313,0.429,0.469,0.967,1.05
2,120560,4000000,61864,0,69330,96097,F,100,0,87.6,67.2,0,0,2.25,69330,48049,0.024,0.0173,0.00872,0.0625,0.217,0.434
3,51804126,46000000,52403692,0,0,52357727,A,0,8.58,7.2,11.5,0,0,8.42,0,17452576,1.14,0,0.072,0.181,1.15,1.02
2,5216000,10000000,653224,0,367758,0,H,0,0,79.6,101,0,0,5.83,367758,0,0,0.0368,0.377,0.544,0.518,0.406
2,90098551,51000000,69411142,0,1211561,0,B,100,9.53,46.9,11.6,0,0,5.5,1211561,0,0,0.0238,0.876,0.0823,1.93,1.92
6,13365992,40000000,4528660,0,4353440,0,F,100,0,131,133,0,0,15.2,4353440,0,0,0.109,0.127,0.12,0.279,0.217
6,46771955,91000000,15815048,0,8318205,40361908,A,51,0,34.9,5,0,0,8.17,8318205,6726985,0.444,0.0914,0.0566,0.139,0.474,0.347
4,7871402,7000000,7909308,0,3892670,7098512,E,242,14.9,321,16.5,0,0,7,3892670,1774628,1.01,0.556,0.613,0.659,0.638,0.628
2,6473883,10000000,7109635,0,0,6529873,A,0,0,28,76.3,0,0,1,0,3264937,0.653,0,0,0.342,0.64,0.687
2,3053702,5000000,2436485,0,307265,3055267,B,22.8,0,64,100,0,0,7.42,307265,1527634,0.611,0.0615,0.0454,0.0544,0.647,0.771
2,2807207,3000000,1553407,400000,0,2974627,F,26.7,0,55.5,73.4,0,1,2.17,400000,1487314,0.992,0.133,0.0833,0.00307,0.727,0.633
2,47123415,70000000,46489831,0,0,48000000,A,0,0,8.34,34,0,0,11.4,0,24000000,0.686,0,0.0587,0.17,0.678,0.638
2,22779651,20000000,20879851,0,6484026,23355523,A,49,14.2,74.7,94.7,0,0,1.5,6484026,11677762,1.17,0.324,0.47,0.114,1.09,1.25
2,7206136,7000000,6563597,0,226291,7230660,A,18.1,2.94,39.4,54.4,0,0,0.75,226291,3615330,1.03,0.0323,0.274,0.00333,1,0.926
2,2997414,10000000,244175,0,2856400,26170,A,100,0,100,100,0,0,3.5,2856400,13085,0.00262,0.286,0.0679,0.0711,0.0915,0.0602
2,517740,3000000,610294,0,0,414441,B,91.9,0,40.6,5.72,0,0,4.92,0,207221,0.138,0,0,0.415,0.431,0.863
2,10065514,20000000,4990238,0,1049316,0,A,100,0,100,54.7,0,0,2,1049316,0,0,0.0525,0.163,0.12,0.335,0.299
2,103828,9000000,100000,0,0,87661,A,0,0,24.7,53.9,0,0,13.1,0,43831,0.00974,0,0.0651,0,0.0379,0.0104
3,2959335,3000000,2947292,0,2771500,2952147,A,0,0,29.9,0,0,0,1.5,2771500,984049,0.984,0.924,0.253,0.218,0.315,0.153
3,617600,6000000,334397,100000,432700,0,A,0,0,50,73.6,0,0,13,532700,0,0,0.0888,0.0185,0.0413,0.0325,0.0438
2,83837,3000000,86213,0,0,0,A,0,0,0,0,0,1,5.42,0,0,0,0,8.47e-5,7.81e-4,0.0392,0.151
2,29300221,26000000,29205422,0,0,29214022,E,0,6.68,15.9,21.1,0,0,12.3,0,14607011,1.12,0,0.128,0.154,1.13,1.11
3,894762,10000000,45884,0,0,1017263,A,100,0,71.3,53,0,0,3.92,0,339088,0.102,0,0.0613,0.128,0.193,0.151
2,9781653,10000000,11222392,0,75000,9638603,I,0,0,10.4,0,0,0,12.1,75000,4819302,0.964,0.0075,0.0802,0.338,1.09,1.13
2,5462509,5000000,5907149,700000,0,5745255,A,55.1,11.4,21.7,25,0,0,1,700000,2872628,1.15,0.14,0.0996,0.359,1.22,1.2
2,9340717,10000000,9271155,0,0,9052117,A,0,0,7.88,9.78,0,0,2.92,0,4526059,0.905,0,0.0367,0,0.888,0.956
2,1817117,4000000,1747103,0,0,1827110,A,0,0,18.3,77.7,0,0,0.833,0,913555,0.457,0,0,0,0.489,0.567
2,3570732,5000000,3599491,0,370700,3363168,B,11.3,0,37.8,10.5,0,0,6,370700,1681584,0.673,0.0741,0.198,0.055,0.747,0.951
3,5530425,3000000,5111318,700000,0,5364020,A,21.1,75.9,14,42,0,0,5.42,700000,1788007,1.79,0.233,0.152,0.357,1.68,1.7
2,5213854,5000000,1208444,0,0,5136534,I,61.7,4.29,55.8,48,0,1,1.75,0,2568267,1.03,0,0.0601,0.0504,0.993,1.19
2,8528062,8000000,7161504,0,32000,8433229,A,0,7.27,54,40.8,0,0,1.08,32000,4216615,1.05,0.004,0.316,0.091,1,1.15
3,216871,7000000,167549,0,0,227451,I,100,0,66.8,0,0,0,15.7,0,75817,0.0325,0,0.278,0.016,0.493,0.0133
4,45048734,40000000,22749880,0,10352090,0,A,100,0,93.1,99.5,0,0,9.67,10352090,0,0,0.259,0.331,0.467,0.924,0.657
3,3107083,6000000,2748991,0,12000,2965378,B,0,0,9.77,18.7,0,0,12.2,12000,988459,0.494,0.002,0.0379,0.0491,0.528,0.452
4,8169014,10000000,9253239,0,0,7790923,I,10,0,10.2,20.5,0,0,4.75,0,1947731,0.779,0,0.146,0.149,0.948,0.843
2,8887198,8000000,8883399,0,200000,8883399,A,12.6,11,13.4,9.39,0,1,6.75,200000,4441700,1.11,0.025,0.15,0.0482,1.05,0.743
3,19665653,20000000,19430590,0,0,19580590,B,0,0,9.65,11.4,0,0,2.83,0,6526863,0.979,0,0.0731,0.0417,1,0.91
2,2204765,4000000,1515483,1579000,687485,0,A,118,0,75.2,67.7,0,0,4.92,2266485,0,0,0.567,0.0974,0.48,0.472,0.577
2,103299,5000000,106000,0,14365,137495,A,97.5,0,122,190,0,0,3,14365,68748,0.0275,0.00287,0.0967,0.0822,0.205,0.38
3,12643164,25000000,12511040,0,599000,12649865,A,10.6,0,6.63,18.8,0,0,6.58,599000,4216622,0.506,0.024,0.0258,0.0424,0.521,0.546
2,2378288,9000000,1357932,0,1173580,2275197,A,100,0,100,100,0,0,5.75,1173580,1137599,0.253,0.13,0.18,0.131,0.303,0.176
2,35803,9000000,26986,0,0,40901,A,97.8,0,75.9,66.7,0,0,8.75,0,20451,0.00454,0,0.0124,0.103,0.0216,0.0383
2,1551180,10000000,457879,0,146900,0,A,136,0,85.6,70,0,0,3.08,146900,0,0,0.0147,0.0553,0.0805,0.0753,0.107
2,1570604,3000000,1290371,0,1160000,2033754,A,0,0,60.1,224,0,0,2.33,1160000,1016877,0.678,0.387,0.351,0.277,0.494,0.93
4,90500,59000000,81466,0,48000,103828,A,0,0,50.7,77.5,0,1,5.33,48000,25957,0.00176,8.14e-4,0.0332,0.141,0.0313,0.15
4,7312741,7000000,7992867,0,28000,7650202,B,0,4.38,31.3,-21.6,0,0,12.5,28000,1912551,1.09,0.004,0.105,0.151,1.01,1.26
2,3523299,3000000,3419044,0,1093100,3517062,F,49.6,17.3,21.5,10.9,0,0,1.58,1093100,1758531,1.17,0.364,0.11,0.0673,0.851,1.24
3,1447226,6000000,1151271,200000,350000,1271738,C,100,0,82,56.9,0,0,7.92,550000,423913,0.212,0.0917,0.0866,0.158,0.353,0.722
2,6913751,8000000,6027265,0,1725722,6934380,E,0,0,-1016,-120,0,0,5.92,1725722,3467190,0.867,0.216,0.178,0,0.733,0
3,57202931,58000000,50272397,0,7263650,53544291,A,27.5,0,18.5,15,0,0,9.67,7263650,17848097,0.923,0.125,0.202,0.13,1.01,0.673
3,170788709,250000000,149000000,0,-15667200,188000000,A,0,3.2,20.7,87.8,0,0,10.6,-15667200,62758693,0.753,-0.0627,0.0699,0.0781,0.719,1.36
2,31615315,30000000,30662749,0,569000,32340013,A,0,8.29,14.2,50.8,0,0,0.75,569000,16170007,1.08,0.019,0.0278,0.3,0.972,0.901
3,33771763,30000000,33216631,0,0,33468564,A,0,12.1,26.6,73,0,0,7.75,0,11156188,1.12,0,0.0659,0.493,1.14,1.12
3,897154,87000000,810000,0,72000,0,A,100,0,99.6,49.9,0,0,13.1,72000,0,0,8.28e-4,0.00202,0.00172,0.0157,0.0479
2,5746298,5000000,5596298,0,873970,5864222,A,0,16.2,56.2,40,0,0,4.42,873970,2932111,1.17,0.175,0.379,0.32,0.909,0.808
3,4025294,51000000,2968880,0,1159800,0,C,100,0,100,100,0,0,13,1159800,0,0,0.0227,0.0158,0.0196,0.0494,0.111
2,803300,10000000,765301,0,0,807667,C,100,0,27.9,50,0,0,5.42,0,403834,0.0808,0,0.128,0.0923,0.108,0.0534
2,8351709,10000000,4370672,0,0,8400404,A,10.1,0,24,66.7,0,0,1,0,4200202,0.84,0,0.0359,0.0758,0.742,0.839
2,2913560,3000000,2438990,0,60855,2960061,I,0,0,68.8,73,0,0,1.5,60855,1480031,0.987,0.0203,0.151,0.294,0.992,0.711
2,6689861,25000000,1266666,0,0,0,A,100,0,100,104,0,0,7.83,0,0,0,0,0.0259,0.0925,0.318,0.476
2,5925208,64000000,1613960,0,1655137,0,F,101,0,100,100,0,0,13.2,1655137,0,0,0.0259,0.0478,0.0761,0.154,0.31
2,3311379,50000000,3063149,0,232921,3598936,A,0,0,34.1,54.4,0,0,15.2,232921,1799468,0.072,0.00466,0.0191,0.00147,0.0679,0.063
2,7977424,20000000,4252443,1850000,584000,7738484,B,100,0,49.9,55.9,0,0,2.92,2434000,3869242,0.387,0.122,0.124,0.166,0.292,0.246
2,0,3000000,325997,0,-326000,0,F,0,0,25.1,0,4,0,6.17,-326000,0,0,-0.109,0,0.00317,0.00821,0.0111
2,10196316,12000000,14000000,0,330990,14378417,A,21.2,2.48,18.1,26.8,0,0,13.3,330990,7189209,1.2,0.0276,0.0238,0.0469,0.962,1.09
3,7206336,5000000,7259341,0,498000,7259341,A,10,43.9,4.87,10.5,0,0,8.58,498000,2419780,1.45,0.0996,0.142,0.137,1.3,1.22
2,3122162,3000000,3130348,0,0,3130314,F,0,4.12,26.6,6.36,0,1,1.58,0,1565157,1.04,0,0.173,0.188,0.876,1.16
4,67849847,77000000,25530906,0,11497925,24469080,A,11.1,0,31.2,27.6,0,0,9.75,11497925,6117270,0.318,0.149,0.111,0.271,0.908,0.776
3,2959335,7000000,2573492,0,829930,2939268,A,11.2,0,24.7,31.6,0,0,15.5,829930,979756,0.42,0.119,0.0572,0.0726,0.377,0.531
2,2237132,5000000,1238079,0,921322,2371585,F,0,0,25,33.3,0,0,1.75,921322,1185793,0.474,0.184,0.106,0.054,0.343,0.22
2,7236167,10000000,1200000,0,4883862,0,A,100,0,100,100,0,0,5.83,4883862,0,0,0.488,0.353,0.49,0.264,0.463
3,247357,17000000,253000,0,0,240640,H,0,0,109,201,0,0,13.2,0,80213,0.0142,0,0.00815,0.0117,0.0216,0.0456
2,15647023,28000000,15661215,0,1000000,14570871,A,0,0,8.27,10.6,0,0,5.92,1000000,7285436,0.52,0.0357,0.0498,0.038,0.525,0.513
4,14983285,40000000,9937864,0,9959707,0,B,190,0,125,172,0,0,8.67,9959707,0,0,0.249,0.259,0.147,0.247,0.204
5,850584,55000000,791600,0,533000,0,A,100,0,101,100,0,0,3.67,533000,0,0,0.00969,0.0194,0.00914,0.0682,0.186
2,2905247,3000000,1131933,0,1142600,2958497,F,50.4,0,78.9,100,0,0,2.83,1142600,1479249,0.986,0.381,0.355,0.324,0.732,0.911
2,3514266,15000000,107083,0,2536660,0,A,100,0,100,99.8,0,0,1.67,2536660,0,0,0.169,0.143,0.217,0.268,0.577
4,8367594,7000000,7870480,0,0,7525594,H,0,14,33.4,6.03,0,1,13.3,0,1881399,1.08,0,0.321,0.291,1.12,0.546
3,46983943,43000000,45704754,0,0,47000000,A,19.1,11.7,9.23,18.7,0,1,13.3,0,15661314,1.09,0,0.0404,0.108,1.02,1.04
2,3476134,3000000,2924134,0,410869,0,F,99.8,16.9,60,63.4,0,0,6.58,410869,0,0,0.137,0.271,0.299,1.04,1.05
2,3494026,3000000,3078524,0,184100,3393391,A,10.8,16.8,16.9,13.7,0,0,2.75,184100,1696696,1.13,0.0614,0.0752,0.111,1.07,0.982
2,7417902,7000000,7102407,300000,1134210,7418212,A,9.99,6.28,17.5,25.2,0,0,4.5,1434210,3709106,1.06,0.205,0.156,0.168,0.981,0.782
2,3664023,18000000,292982,0,3660634,3629940,E,100,0,55,50,0,0,8.75,3660634,1814970,0.202,0.203,0.106,0.145,0.117,0.154
2,3510607,5000000,96491,0,2536660,0,J,100,0,100,100,0,0,5.92,2536660,0,0,0.507,0.588,0.795,0.589,0.928
2,3912253,5000000,2137165,0,2052000,3522677,A,52.2,0,25,9.74,0,0,5.83,2052000,1761339,0.705,0.41,0.256,0.00587,0.686,0.93
2,8588154,8000000,8581752,0,0,8607319,H,10.1,7.06,41.8,40.8,0,0,3.92,0,4303660,1.08,0,0.347,0.495,0.953,1.11
2,80372,29000000,72842,0,196,0,G,100,0,102,50,0,0,14.1,196,0,0,6.76e-6,0.00338,0.00218,0.00274,0.00574
2,6158298,7000000,5537610,0,585000,6183484,A,27.6,0,16.6,34.6,0,0,5.25,585000,3091742,0.883,0.0836,0.101,0.239,0.803,0.652
3,38757710,50000000,15148250,0,0,38729978,A,0,0,43.7,100,0,1,14.2,0,12909993,0.775,0,0.036,0.0879,0.695,0.751
2,21460506,20000000,22361537,3800000,1407439,22058529,F,10,7.3,19.8,100,0,0,2.42,5207439,11000000,1.1,0.26,0.16,0.374,1,0.817
2,277302,14000000,257229,0,0,257466,A,98.3,0,54.8,35.3,0,0,26.6,0,128733,0.0184,0,0.0018,0.0476,0.113,0.584
7,27671,59000000,24395,0,0,0,A,0,0,50,108,0,0,8.5,0,0,0,0,0.00791,0.0482,0.0114,0.0289
2,8263990,8000000,8278976,0,0,8273771,A,0,3.26,6.6,58,0,0,5.67,0,4136886,1.03,0,0.0939,0.43,0.975,0.789
2,40738279,67000000,38853198,0,493500,10482642,A,103,0,100,100,0,0,4.5,493500,5241321,0.156,0.00737,0.273,0.241,0.631,0.497
2,6984124,7000000,5053287,0,0,8013663,I,17.1,0,9.46,9.72,0,0,4.92,0,4006832,1.14,0,0.0733,0.0409,1,0.99
2,2010259,5000000,1944182,0,7718,2011472,A,19.4,0,79.9,73.4,0,0,5,7718,1005736,0.402,0.00154,0.474,0.466,0.549,0.507
2,5203202,6000000,451083,0,0,0,I,99.8,0,25,33.4,0,0,9.83,0,0,0,0,0.0833,0.148,0.74,0.724
2,22684,5000000,28507,0,0,21734,B,100,0,100,100,0,0,1.75,0,10867,0.00435,0,0.0047,0.00963,0.00238,1.84e-4
3,42349773,34000000,33106230,0,4320879,35730857,A,0,8.11,12.7,8.96,0,0,11.9,4320879,11910286,1.05,0.127,0.175,0.0677,1.19,1.17
6,38951411,126000000,6286802,0,2726978,0,E,101,0,100,100,0,0,1.67,2726978,0,0,0.0216,0.0838,0.182,0.309,0.182
3,1297228,46000000,593500,0,91001,0,J,100,0,100,50,0,0,23.1,91001,0,0,0.00198,0.00766,0.0146,0.0119,0.00631
2,6413229,6000000,6439237,0,1498600,6436831,G,27.8,7.05,31.9,45.3,0,0,5.5,1498600,3218416,1.07,0.25,0.371,0.317,0.662,0.479
2,1157767,5000000,1151849,0,937009,0,B,108,0,100,100,0,0,5.33,937009,0,0,0.187,0.0765,0.0561,0.0983,0.0353
3,372700,10000000,343052,0,49990,274608,A,100,0,59.4,18.7,0,0,5,49990,91536,0.0275,0.005,0.126,0.222,0.193,0.793
3,28962511,35000000,28000000,0,4148000,27255983,A,0,0,14.6,0,0,0,14.2,4148000,9085328,0.779,0.119,0.105,0.00521,0.613,0.00805
2,8808588,10000000,8817566,0,0,8816235,A,0,0,6.13,14,0,0,3.67,0,4408118,0.882,0,0.0075,0.0312,0.914,1.02
2,3574035,3000000,3476709,600000,0,3570976,I,16.2,19.1,-18769,282,0,0,1.67,600000,1785488,1.19,0.2,0.514,0.744,1.07,0.502
3,3688859,60000000,3521074,0,0,3931729,A,92.2,0,76.4,44.2,0,0,12,0,1310576,0.0655,0,0.101,0.237,0.336,0.297
2,3459985,3000000,2559530,0,965099,2753848,E,28.2,14.5,83.2,127,0,0,3.33,965099,1376924,0.918,0.322,0.43,1,0.93,0.696
2,77273,7000000,79406,0,0,0,E,0,0,0,0,0,1,5.5,0,0,0,0,0,0,0.00996,0.0305
4,8820815,8000000,9833991,0,10162079,0,A,253,7.95,141,98.5,0,1,26.4,10162079,0,0,1.27,0.222,0.372,0.99,1.04
2,5528227,5000000,5377289,0,129900,5600377,A,35.8,11.7,46.9,0,0,0,5,129900,2800189,1.12,0.026,0.182,0.462,0.974,0.816
2,6416448,6000000,4979446,0,1062517,6629774,A,27.1,8.46,19.6,21.8,0,0,6,1062517,3314887,1.1,0.177,0.15,0.083,0.967,0.953
2,939330,8000000,895829,0,213610,1051889,A,0,0,54.4,33.2,0,0,2.75,213610,525945,0.131,0.0267,0.03,0.0683,0.0898,0.128
2,5040012,5000000,4775018,0,199350,5051394,A,26.7,0.67,86.7,593,0,0,8.58,199350,2525697,1.01,0.0399,0.263,0.25,0.982,0.665
2,5764140,5000000,5614000,0,604100,5798818,A,0,15.9,69.5,76.1,0,1,0.917,604100,2899409,1.16,0.121,0.25,0.594,1.1,1
2,7721409,8000000,6707277,0,741250,7775939,A,0,0,22.7,57.1,0,0,2.33,741250,3887970,0.972,0.0927,0.124,0.286,0.947,0.954
3,13178833,15000000,12400527,0,-854632,13791624,A,18.3,0,10.5,8.96,0,0,8,-854632,4597208,0.919,-0.057,0.0601,0.0688,0.946,1.04
2,88720,15000000,95965,0,14365,82568,A,0,0,0,0,0,1,5.33,14365,41284,0.0055,9.58e-4,0.00242,0.00505,0.005,0.00845
2,2285786,5000000,208250,0,19840,0,F,98.5,0,95.6,100,0,0,5.33,19840,0,0,0.00397,0,0,0.502,0.553
3,321866,3000000,141552,0,161999,312998,D,100,0,75,66.7,0,0,7.33,161999,104333,0.104,0.054,0.0638,0.06,0.0764,0.00216
2,2517390,3000000,2736221,0,0,2399192,B,0,0,55.8,67.6,0,0,3.33,0,1199596,0.8,0,0.241,0.26,0.735,0.816
2,46527368,95000000,8380130,0,54000000,0,J,99.9,9.66,100,100,0,0,7.17,54000000,0,0,0.569,0.207,0.154,0.147,0.145
2,5559121,5000000,4954000,400000,505959,838303,A,0,12,24.7,70.2,0,0,2.5,905959,419152,0.168,0.181,0.289,0.394,0.857,0.803
3,39821611,50000000,26255865,0,6612957,36652867,A,0,0,10.9,11.1,0,0,8.75,6612957,12217622,0.733,0.132,0.111,0.155,0.769,0.721
2,8303732,23000000,1207362,0,1825361,9806991,A,100,0,100,89.9,0,0,9.75,1825361,4903496,0.426,0.0794,0.109,0.146,0.292,0.192
3,3545897,60000000,2478922,0,1675211,0,A,99.6,0,122,150,0,0,9.5,1675211,0,0,0.0279,0.0284,0.0158,0.0514,0.0601
2,3044556,8000000,636245,0,2229419,0,A,100,0,100,100,0,0,2.92,2229419,0,0,0.279,0.149,0.0869,0.229,0.0786
4,7767738,7000000,7038215,0,827733,7732277,F,27.5,11.3,17.5,19,0,0,7.67,827733,1933069,1.1,0.118,0.14,0.151,1.02,0.909
3,42494174,72000000,41250181,0,5041948,41519386,A,0,0,17.6,36.1,0,0,7.17,5041948,13839795,0.577,0.07,0.0775,0,0.509,0.451
2,2218270,94000000,2128750,0,436730,1988273,A,10.1,0,52.3,110,0,0,13.1,436730,994137,0.0212,0.00465,0.00931,0.0758,0.0346,0.054
2,3717733,3000000,3546475,0,0,3647636,F,0,23.9,12.8,13,0,0,4.5,0,1823818,1.22,0,0.0292,0,1.06,1.03
2,70218832,65000000,69468267,5700000,0,71077546,A,0,9.18,9.01,45.7,0,1,6.5,5700000,35538773,1.09,0.0877,0.0832,0.493,1.02,1.11
2,21685188,20000000,19104238,400000,3907500,21748135,B,66.2,8.49,97.2,99.1,0,0,2.75,4307500,10874068,1.09,0.215,0.489,0.569,0.737,0.665
2,1272500,17000000,818250,0,55000,1139498,A,65.1,0,42.8,24.5,0,0,7.08,55000,569749,0.067,0.00324,0.00899,0.0148,0.465,0.656
2,3027547,3000000,2937909,0,0,3036889,F,0,0.93,9.71,20.3,0,0,1.83,0,1518445,1.01,0,0.0178,0.0707,0.977,0.992
2,7418212,10000000,5586508,0,4515648,5868807,A,100,0,100,100,0,0,2,4515648,2934404,0.587,0.452,0.675,0.419,0.544,0.364
2,6836935,23000000,6728183,0,0,6736154,B,0,0,9.73,12.2,0,0,12.8,0,3368077,0.293,0,0,0,0.325,0.48
3,7610810,7000000,7453000,0,500000,7469397,A,0,8.53,7.86,10,0,0,15.4,500000,2489799,1.07,0.0714,0.0348,0.103,0.93,0.949
4,1106887,55000000,1145462,0,0,984534,A,9.95,0,18.7,20.1,0,0,14.3,0,246134,0.0179,0,0,1.43e-4,0.0187,0.0379
2,3398517,80000000,2686832,0,2991910,1926362,A,100,0,62.8,102,0,0,17.6,2991910,963181,0.0241,0.0374,0.00786,0.0192,0.0355,0.102
2,20209598,18000000,20000000,0,0,20328979,A,31,13.4,14.2,13.3,0,1,9,0,10164490,1.13,0,0.0478,0.074,1.13,1.2
2,24748718,21000000,24000000,1000000,0,23480774,A,24.5,16.5,28.3,13.6,0,0,11.2,1000000,11740387,1.12,0.0476,0.336,0.338,1.13,0.845
2,4265168,3000000,3877060,0,1144442,3926710,A,0,37,44.3,62.9,0,0,4.58,1144442,1963355,1.31,0.381,0.482,0.326,1.24,1.06
2,2324971,5000000,2079474,0,217959,2285647,A,12.1,0,41,45,0,0,5.58,217959,1142824,0.457,0.0436,0.113,0.369,0.375,0.542
2,1912914,55000000,75087,0,1674051,1115163,A,100,0,126,99.7,0,0,6.17,1674051,557582,0.0203,0.0304,0.0913,0.172,0.0824,0.155
3,30370523,30000000,5803518,0,500000,28170821,F,97.6,1.63,29.4,28.9,0,1,2.58,500000,9390274,0.939,0.0167,0.0439,0.333,0.934,1.12
2,7733519,7000000,10058474,0,270000,7609770,E,22,10.6,11.8,9.24,0,0,11.6,270000,3804885,1.09,0.0386,0.103,0.0955,1.24,1.05
3,3930575,4000000,3102005,0,692405,3897136,A,10.1,0,23.3,28.2,0,0,8.92,692405,1299045,0.974,0.173,0.0324,0.17,0.745,0.866
2,3380076,5000000,3128650,0,60000,3373791,NA,0,0,8.06,12.2,0,0,6.92,60000,1686896,0.675,0.012,0.0321,0.151,0.644,0.807
2,2734193,7000000,570623,0,881243,3068705,A,100,0,100,101,0,0,5.92,881243,1534353,0.438,0.126,0.131,0.181,0.413,0.314
2,29366229,19000000,6029748,0,10370000,0,J,100,12.7,99.8,68.4,0,0,13.1,10370000,0,0,0.546,0.445,0.517,1.29,1.25
2,112159,7000000,61864,0,48192,93567,A,100,0,25,0,1,0,3.5,48192,46784,0.0134,0.00688,0.00435,4.38e-5,0.0163,0.016
2,4409874,10000000,1930215,0,2194399,0,A,100,0,100,100,0,0,2.67,2194399,0,0,0.219,0.13,0.0646,0.196,0.0597
2,828512,5000000,833132,0,808500,0,G,100,0,157,126,0,0,3.25,808500,0,0,0.162,0.111,0.27,0.121,0.195
2,5405522,8000000,3927195,0,3927089,0,A,100,0,100,100,0,0,6.67,3927089,0,0,0.491,0.519,0.429,0.511,0.617
2,3478540,5000000,1040090,0,2123658,0,C,99.9,0,99.9,65.8,0,0,5.67,2123658,0,0,0.425,0.219,0.381,0.411,0.564
2,146147,6000000,89744,0,91000,96097,A,100,0,56.9,33.3,0,0,3.5,91000,48049,0.016,0.0152,0.0133,0.0212,0.0195,0.0176
2,4733107,5000000,4187923,0,1533186,4670836,A,0,0,11.1,14.9,0,0,3.33,1533186,2335418,0.934,0.307,0.0758,0.00395,0.761,0.709
2,7632864,10000000,1867335,0,5713214,2312132,F,75.8,0,47.6,37.2,0,0,5.58,5713214,1156066,0.231,0.571,0.258,0.281,0.526,0.709
4,19166302,20000000,1958914,0,2622420,21000000,I,102,0,75.8,68.9,0,0,6,2622420,5243817,1.05,0.131,0.0944,0.186,0.629,0.596
2,1791127,3000000,549929,0,0,0,B,100,0,99.9,99.7,0,0,6.33,0,0,0,0,0.405,0.119,0.713,0.928
5,31073931,47000000,31357680,0,1244802,30451131,A,9.27,0,13.1,20.9,0,0,8.75,1244802,6090226,0.648,0.0265,0.103,0.168,0.704,0.91
2,3604000,6000000,591280,0,2733169,0,A,100,0,100,100,0,0,2,2733169,0,0,0.456,0.504,0.467,0.323,0.279
3,4509550,4000000,3970351,0,182512,4494638,A,15.6,12.5,50,101,0,0,4.33,182512,1498213,1.12,0.0456,0.418,0.792,1.07,1.01
2,7183235,7000000,175034,0,7000000,50908,E,146,2.07,125,101,0,0,5.67,7000000,25454,0.00727,1,0.566,0.475,0.907,0.863
2,735426,3000000,454706,0,0,713102,B,17.5,0,2.82,0,0,0,6,0,356551,0.238,0,0,0.016,0.165,0.00664
5,51335136,55000000,53058954,0,0,51453463,F,0,0,13.2,8.1,0,0,10.6,0,10290693,0.936,0,0.0265,0.0458,1.05,0.93
2,33288,8000000,47229,0,0,0,A,101,0,67.1,42.7,0,0,8.08,0,0,0,0,0.00836,0,0.0176,0.00329
5,20573041,23000000,20243356,0,72000,20557041,D,9.65,0,8.69,119,0,0,5.58,72000,4111408,0.894,0.00313,0.00836,0.541,0.881,1.01
2,12712158,19000000,4533162,0,8068686,0,A,100,0,100,100,0,0,1.67,8068686,0,0,0.425,0.257,0.414,0.562,0.328
2,7573147,10000000,6064843,0,1949836,0,A,100,0,100,100,0,0,2,1949836,0,0,0.195,0.309,0.247,0.552,0.48
2,21706165,30000000,9269716,0,16452863,21180252,H,99.9,0,99.9,53.1,0,0,2,16452863,10590126,0.706,0.548,0.428,0.472,0.586,0.359
2,234857,22000000,186661,0,84300,232678,A,0,0,75,66.7,0,0,15.5,84300,116339,0.0106,0.00383,0.00677,0.0216,0.0139,0.0159
